FName str,LName str,Gender str,AreaCode int,Phone str,City str,State str,Zip int,MaritalStatus str,HasChild str,Salary int,Rate float,SingleExemp float,MarriedExemp float,ChildExemp float
Berend,Vauttier,,,644-1913,LAS CRUCES,NM,88013.0,,N,20000.0,5.3,0.0,6600.0,0.0
Lily,Hallowell,F,787.0,991-5668,VIEQUES,PR,765.0,S,N,10000.0,0.0,0.0,0.0,0.0
Ned,Nemani,M,808.0,,LANAI CITY,HI,96763.0,S,,40000.0,8.25,1040.0,0.0,0.0
Healfdene,Kohlhase,M,,973-4931,SILVERPEAK,NV,89047.0,S,N,65000.0,,0.0,,0.0
Radha,Mahalanabis,M,712.0,,SIOUX CENTER,IA,51250.0,S,N,55000.0,8.65488,,0.0,0.0
Deepak,Dimitriev,F,336.0,550-4466,IRON STATION,NC,28080.0,M,Y,50000.0,6.7814684,0.0,,3300.0
Agha,Kadhim,M,810.0,654-6473,FLINT,MI,48555.0,M,N,90000.0,,0.0,6200.0,0.0
Youfeng,Bod,M,406.0,396-6238,,,59604.0,M,Y,30000.0,6.9,0.0,3800.0,1900.0
Juhani,Stanfel,M,228.0,485-2893,COLUMBUS,,39704.0,S,N,30000.0,5.0,6000.0,,0.0
Weijing,Tabet,,870.0,383-5244,RATCLIFF,AR,72951.0,S,,85000.0,7.0,20.0,0.0,0.0
Pranjal,Tolga,F,731.0,142-6226,RIDDLETON,TN,37151.0,,Y,,0.0,0.0,0.0,
Kwangsub,Kartik,M,510.0,718-3284,,CA,95431.0,,N,100000.0,9.3,0.0,174.0,0.0
Djenana,Peuto,,330.0,,,OH,43216.0,S,N,35000.0,1.7078462,1300.0,0.0,0.0
Bharadwaj,Nitzan,M,316.0,100-3309,TOWANDA,KS,67144.0,,N,20000.0,,0.0,4500.0,0.0
Juichirou,Thielscher,M,636.0,103-6038,SMITHVILLE,MO,64089.0,S,Y,,6.0,2100.0,0.0,1200.0
Gaetan,McDonnell,M,,,CRABTREE,OR,97335.0,S,Y,45000.0,,159.0,0.0,159.0
Kanti,Borgstrom,M,505.0,263-4266,GARFIELD,NM,87936.0,S,Y,15000.0,4.957143,3300.0,0.0,3300.0
Zvi,Meuser,M,603.0,494-7925,DOVER,NH,3822.0,,Y,85000.0,0.0,0.0,0.0,0.0
,Miculan,M,,898-8197,NEWCASTLE,WY,82701.0,M,N,75000.0,0.0,0.0,0.0,0.0
Ernestina,Bishr,M,402.0,,PAGE,NE,68766.0,M,,70000.0,6.84,0.0,,103.0
Laxmikant,Crosby,,215.0,602-7181,MILL CREEK,PA,17060.0,S,,35000.0,,0.0,,0.0
Hatsukazu,Chouraqui,M,765.0,892-9282,CICERO,IN,46034.0,M,N,35000.0,3.4,0.0,2000.0,0.0
Cornelia,Bednarek,F,,289-4305,OREGON CITY,,97045.0,S,Y,40000.0,9.0,159.0,0.0,159.0
Devika,Bitter,,251.0,697-8297,FLORENCE,AL,35630.0,S,Y,35000.0,5.0,1500.0,0.0,300.0
Kazuho,Basermann,F,,370-1027,FENWICK ISLAND,DE,19944.0,S,Y,70000.0,5.95,110.0,0.0,110.0
Peter,Kriegel,,262.0,677-9606,ELROY,WI,53929.0,,Y,85000.0,5.9232907,,0.0,400.0
,Vetterli,F,319.0,464-2970,,IA,50482.0,S,Y,90000.0,8.98,40.0,0.0,40.0
Jim,Hadon,M,201.0,121-4882,,NJ,7420.0,M,N,85000.0,2.4251041,0.0,2000.0,0.0
Camino,Reed,M,307.0,159-4606,BASIN,WY,82410.0,M,N,70000.0,0.0,0.0,0.0,0.0
Bian,Fischetti,F,,912-3038,REXFORD,KS,67753.0,M,Y,75000.0,6.45,0.0,4500.0,2250.0
Haim,,,804.0,523-8195,RADFORD,VA,24142.0,M,N,25000.0,5.75,0.0,1800.0,0.0
,Feeley,F,734.0,382-3683,TWIN LAKE,MI,49457.0,S,Y,30000.0,3.9,3100.0,0.0,3100.0
Vasilis,Grana,M,712.0,335-3902,DUBUQUE,IA,52099.0,M,N,75000.0,8.98,0.0,80.0,0.0
Bella,Dunki,,312.0,909-4692,ELLERY,,62833.0,S,N,80000.0,,2000.0,0.0,0.0
Ronan,,M,318.0,,SHREVEPORT,LA,71129.0,M,Y,25000.0,6.0,0.0,9000.0,
Yuzo,Heping,M,702.0,823-2457,LAS VEGAS,NV,89185.0,M,N,,0.0,0.0,0.0,0.0
Assia,Nepomnjashchaja,F,870.0,897-9553,BRADLEY,AR,71826.0,S,,20000.0,4.9682083,20.0,0.0,
Liao,Azzam,M,435.0,,OAK CITY,UT,,M,N,85000.0,7.0,0.0,4950.0,0.0
Kaye,Muharemagic,M,503.0,145-6689,TILLAMOOK,OR,97141.0,M,Y,35000.0,9.0,0.0,318.0,159.0
Dave,Blache,F,603.0,168-6719,,NH,3583.0,,Y,,0.0,0.0,0.0,0.0
Monish,Brazier,M,320.0,447-2625,MONTICELLO,MN,,S,Y,85000.0,7.85,3300.0,0.0,3300.0
Nimmagadda,Yano,M,501.0,844-8714,DE QUEEN,,71832.0,M,N,70000.0,7.0,,40.0,0.0
Vanja,Konstam,M,848.0,539-3890,HAWTHORNE,NJ,7507.0,S,N,95000.0,,1000.0,0.0,0.0
Masako,,M,731.0,278-3552,BOLIVAR,TN,,M,N,45000.0,0.0,0.0,0.0,0.0
Begona,Varney,M,701.0,366-5903,,ND,58079.0,M,Y,5000.0,2.1,0.0,6600.0,3300.0
Ysolde,Minoura,M,612.0,666-8187,SAINT PAUL,MN,,M,Y,,7.85,0.0,,3300.0
Seungwang,Hylton,F,907.0,937-8864,KOYUK,AK,99753.0,S,Y,10000.0,0.0,0.0,0.0,0.0
Suresh,Tomas,F,,511-4200,SLIDELL,TX,76267.0,M,,15000.0,0.0,0.0,0.0,0.0
Gisela,Tayara,F,620.0,480-5560,HOME,KS,66438.0,M,Y,40000.0,6.45,0.0,4500.0,2250.0
Pinaki,Halevi,F,,355-5428,MAURY CITY,TN,38050.0,S,N,65000.0,,0.0,,0.0
Yellamraju,Bacciotti,M,,961-2574,REIDSVILLE,NC,27323.0,M,Y,30000.0,6.361888,0.0,6600.0,3300.0
Brajendra,,M,907.0,782-9117,INDIAN,AK,99540.0,S,Y,55000.0,0.0,0.0,0.0,0.0
Cort,Reistad,M,704.0,508-6766,,NC,27956.0,M,N,65000.0,7.0961537,0.0,6600.0,0.0
Barton,Bala,M,501.0,,PALESTINE,AR,72372.0,M,Y,75000.0,7.0,0.0,40.0,20.0
Tassos,Nedjah,M,918.0,408-5162,,,73074.0,M,Y,30000.0,6.25,0.0,2000.0,1000.0
Look,Scheibelhut,M,406.0,531-2270,BOYES,,59316.0,S,N,85000.0,6.9,,,0.0
Olavi,Narendra,,941.0,125-6928,LAKE WORTH,,33466.0,S,,40000.0,0.0,0.0,0.0,0.0
Mirna,Rogozhnikova,F,775.0,938-8384,,NV,89422.0,S,,25000.0,0.0,0.0,0.0,0.0
Emmett,Undy,F,205.0,515-2989,PHENIX CITY,AL,36867.0,M,Y,,5.0,0.0,3000.0,300.0
Jaime,Ahanger,M,202.0,916-8804,WASHINGTON,DC,20444.0,,Y,40000.0,9.0,1370.0,0.0,1370.0
Mamata,Mesnard,F,775.0,676-8853,THE LAKES,,88901.0,M,N,10000.0,0.0,0.0,0.0,0.0
,Gracia,F,515.0,127-4703,CEDAR FALLS,IA,50614.0,S,,80000.0,8.98,40.0,0.0,40.0
Tinsley,Nojima,M,606.0,223-7688,BROWDER,KY,42326.0,S,N,75000.0,6.0,20.0,0.0,0.0
Sterling,Faron,M,802.0,133-9786,WOLCOTT,VT,5680.0,S,Y,15000.0,3.6,3300.0,0.0,3300.0
,Yaku,,425.0,832-3275,,WA,98272.0,M,Y,25000.0,0.0,0.0,0.0,0.0
,Hollenberg,F,,650-9113,GADSDEN,TN,38337.0,S,N,5000.0,0.0,,0.0,
Mariano,Stylianou,F,207.0,658-1534,NEWFIELD,ME,4056.0,M,Y,85000.0,8.5,0.0,5700.0,2850.0
Shahrokh,Suwunboriruksa,F,316.0,354-3206,BUCYRUS,KS,66013.0,M,N,80000.0,6.45,0.0,4500.0,
Tarang,Howerton,,860.0,,CORNWALL,CT,6753.0,M,N,30000.0,5.0,,24500.0,0.0
,Denti,F,413.0,742-7566,,MA,2542.0,M,N,50000.0,5.3,0.0,7150.0,
Richards,Bereiter,F,307.0,674-7718,MC KINNON,WY,82938.0,S,Y,70000.0,0.0,0.0,,0.0
Minkai,Pils,M,857.0,445-7264,NORTH FALMOUTH,MA,2556.0,,Y,70000.0,,0.0,7150.0,1000.0
Amit,Bala,M,540.0,256-2473,NORA,,24272.0,M,Y,25000.0,5.75,0.0,1800.0,900.0
Nur,Diede,,,140-2903,SEATTLE,WA,98121.0,S,N,45000.0,0.0,0.0,0.0,0.0
,Poss,M,615.0,806-9018,FLINTVILLE,TN,37335.0,,N,50000.0,0.0,0.0,0.0,0.0
Bhanu,Haass,,660.0,155-8588,HOLT,MO,64048.0,M,N,45000.0,,0.0,4200.0,0.0
,Kartik,F,727.0,714-9909,SUN CITY CENTER,FL,33573.0,S,N,,0.0,,0.0,0.0
Zoe,Demoen,M,,916-9644,OSAGE,WV,26543.0,M,Y,60000.0,6.5,,,2000.0
Hiroyasu,Steffen,F,256.0,300-9159,PELL CITY,AL,35128.0,S,Y,45000.0,5.0,1500.0,,300.0
,Ghalwash,,605.0,390-1538,GAYVILLE,,57031.0,M,Y,30000.0,,,0.0,0.0
,Tarn,F,,411-6132,COCOLALLA,ID,,S,N,20000.0,6.948391,3300.0,0.0,0.0
Vaibhav,,M,620.0,,SYCAMORE,KS,67363.0,M,Y,,6.45,,,2250.0
Darwyn,Walicki,M,318.0,496-2167,LIVONIA,LA,,S,Y,50000.0,,4500.0,,1000.0
Vicente,Rozen,M,614.0,433-5585,MANSFIELD,OH,44902.0,S,N,45000.0,2.039795,1300.0,0.0,0.0
Ramasamy,Rahier,F,859.0,653-4110,SCOTTSVILLE,KY,42164.0,S,,75000.0,6.0,20.0,0.0,20.0
Kousuke,Bael,,608.0,470-6858,JANESVILLE,WI,53546.0,S,Y,5000.0,4.6,700.0,0.0,400.0
Leighton,Uyar,F,502.0,916-9073,BLOOMFIELD,KY,40008.0,M,Y,100000.0,,0.0,40.0,20.0
Samual,Kushner,M,229.0,220-1271,PERKINS,GA,30822.0,M,N,95000.0,6.0,0.0,5400.0,0.0
Ortwin,Aczel,M,954.0,543-4089,TAMPA,,33688.0,M,Y,10000.0,0.0,0.0,,0.0
Aiguo,Bhattacharjee,F,224.0,833-1447,ROCKFORD,IL,61101.0,M,N,50000.0,3.0,,4000.0,0.0
Deoraj,Dilger,F,808.0,665-4700,MAKAWELI,HI,96769.0,M,Y,10000.0,,0.0,2080.0,1040.0
Lenhart,Roucairol,,435.0,579-9361,ANNABELLA,UT,84711.0,M,,,7.0,0.0,4950.0,0.0
Marina,Ygge,F,727.0,404-3818,LAKESHORE,FL,33854.0,M,N,,0.0,0.0,0.0,0.0
,Welten,M,319.0,296-5365,COLUMBUS CITY,IA,52737.0,M,Y,75000.0,8.98,0.0,80.0,40.0
Michio,Danneberg,F,360.0,348-2758,TAHOLAH,WA,98587.0,M,Y,80000.0,0.0,0.0,0.0,0.0
Vitaliano,,M,302.0,608-3382,NEW CASTLE,DE,19721.0,M,Y,50000.0,,0.0,,110.0
Mujdat,Flass,F,617.0,677-3400,NORTH HATFIELD,MA,1066.0,M,,55000.0,5.3,0.0,7150.0,0.0
Shyam,Basermann,F,401.0,,OAKLAND,RI,2858.0,M,Y,75000.0,0.0,0.0,0.0,
Ronnie,Gihr,M,,,KENO,OR,97627.0,S,Y,80000.0,9.0,159.0,0.0,159.0
Dzung,Mascle,F,601.0,515-4560,WALLS,,38680.0,,,10000.0,5.0,6000.0,0.0,1500.0
Jaideep,Aybay,M,505.0,480-2308,,NM,88439.0,,N,15000.0,4.957143,3300.0,0.0,0.0
Natasha,Leemeijer,F,,657-7561,ROCK RIVER,WY,82083.0,M,N,55000.0,0.0,0.0,0.0,0.0
Deron,Suchak,M,267.0,584-6192,GORDONVILLE,PA,17529.0,M,N,30000.0,3.07,0.0,,0.0
Bashir,,,802.0,858-6041,SHARON,VT,5065.0,M,N,85000.0,4.69624,0.0,6600.0,
Takahiro,Vieweg,M,208.0,831-6393,EASTPORT,ID,83826.0,M,N,15000.0,5.529042,0.0,6600.0,0.0
Maryam,,F,580.0,231-2339,GOLTRY,,73739.0,S,Y,100000.0,6.25,1000.0,0.0,
Chetan,Cosica,M,201.0,,STRATHMERE,NJ,8248.0,M,Y,,2.6616669,0.0,,
Aleksandar,Creech,F,319.0,767-8035,MANSON,IA,50563.0,S,,50000.0,7.8829904,40.0,0.0,0.0
Nabih,Sawaya,F,603.0,214-8823,FARMINGTON,NH,3835.0,S,,45000.0,0.0,0.0,0.0,0.0
Ymte,Gore,M,515.0,315-8902,SAINT ANTHONY,IA,50239.0,M,N,85000.0,8.98,0.0,80.0,0.0
Rusti,Gerling,M,205.0,758-3453,,AL,36015.0,S,Y,85000.0,5.0,1500.0,0.0,300.0
Ceon,Matthew,M,870.0,822-4108,FULTON,AR,71838.0,M,N,60000.0,7.0,0.0,40.0,0.0
Radomir,,F,660.0,812-8023,KANSAS CITY,MO,64168.0,M,Y,75000.0,6.0,0.0,4200.0,1200.0
,Mashey,F,308.0,410-9392,SAINT EDWARD,,68660.0,S,Y,95000.0,6.84,103.0,0.0,103.0
Tuyan,Facello,M,240.0,467-4740,SANDY SPRING,MD,20860.0,M,N,50000.0,4.75,0.0,4800.0,0.0
Shawna,Vosburgh,F,401.0,537-3373,PROVIDENCE,RI,2918.0,M,Y,30000.0,0.0,0.0,0.0,0.0
Jongho,,F,,965-8136,WASHOE VALLEY,NV,89704.0,M,N,60000.0,0.0,0.0,0.0,0.0
Brent,,F,434.0,997-2089,MC LEAN,VA,,M,Y,5000.0,2.5357144,0.0,1800.0,900.0
Evangeline,Pecuchet,F,,398-8143,,OH,,M,N,90000.0,,0.0,2600.0,0.0
Oya,Zuiderveld,M,907.0,985-4238,ANCHORAGE,AK,,M,,15000.0,0.0,0.0,0.0,0.0
,Rajamony,M,904.0,928-4111,SAINT AUGUSTINE,FL,32086.0,M,Y,5000.0,0.0,0.0,0.0,0.0
Calogero,Terenzi,M,757.0,894-8806,,VA,23085.0,M,N,100000.0,5.75,0.0,1800.0,0.0
Iasson,Frolund,M,775.0,204-8186,NORTH LAS VEGAS,NV,89033.0,S,N,15000.0,0.0,,0.0,0.0
Cho,Herlea,F,304.0,936-6228,CHARLESTON,WV,25392.0,,Y,30000.0,4.4,0.0,4000.0,2000.0
Corentin,Friman,F,574.0,532-6370,INDIANAPOLIS,IN,46205.0,S,Y,,3.4,1000.0,,1000.0
Ahvin,Klement,M,217.0,325-5615,CLAYTONVILLE,IL,60926.0,,Y,25000.0,3.0,0.0,4000.0,2000.0
Yuka,Chown,F,505.0,299-6460,CORDOVA,NM,87523.0,S,Y,45000.0,5.3,3300.0,0.0,3300.0
Khaled,Oxenboll,M,808.0,,HONOLULU,HI,96801.0,,N,95000.0,8.25,0.0,2080.0,0.0
Antanas,Kishida,F,302.0,347-2262,WILMINGTON,DE,19885.0,M,Y,20000.0,3.2227273,0.0,220.0,110.0
,Kaltofen,F,501.0,613-6703,CHIDESTER,AR,71726.0,M,Y,10000.0,2.5778654,0.0,40.0,20.0
,Seidewitz,F,540.0,998-9118,CASCADE,VA,24069.0,,N,95000.0,5.75,0.0,1800.0,
Errol,Danielsson,F,972.0,407-6110,ROUND TOP,TX,78954.0,M,N,50000.0,0.0,0.0,0.0,0.0
Rudy,Kroeker,F,408.0,809-4020,DOUGLAS FLAT,CA,95229.0,,N,90000.0,,0.0,174.0,0.0
Minnie,Spiro,M,662.0,516-6401,STEENS,MS,39766.0,M,Y,40000.0,5.0,0.0,12000.0,1500.0
Monish,Tuomenoksa,M,860.0,587-7110,TOLLAND,CT,6084.0,M,N,60000.0,5.0,0.0,24500.0,0.0
Yihua,Sykas,F,970.0,555-4852,,CO,80819.0,S,Y,70000.0,4.63,0.0,0.0,
Giulio,Torelli,,520.0,747-4430,PHOENIX,AZ,,S,N,90000.0,4.11,2100.0,0.0,
Pierluigi,Siochi,,660.0,199-6995,SKIDMORE,MO,64487.0,S,Y,,6.0,2100.0,0.0,1200.0
Shin'ya,Punnen,,828.0,,OTTO,NC,28763.0,M,Y,70000.0,7.201049,0.0,6600.0,3300.0
Camino,Bartschi,M,260.0,276-8840,WINDFALL,IN,46076.0,S,Y,50000.0,,1000.0,0.0,
Wee,Friedland,,256.0,152-9716,BIRMINGHAM,AL,35278.0,M,Y,20000.0,5.0,0.0,3000.0,300.0
Mang,Bergin,M,912.0,761-7321,POWDER SPRINGS,GA,30127.0,S,Y,90000.0,6.0,2700.0,0.0,3000.0
Ruiz,Shnaider,F,,403-2146,PHOENIX,AZ,85096.0,S,Y,55000.0,3.5674999,2100.0,0.0,2300.0
Bernard,Paleologo,F,808.0,316-2406,EWA BEACH,HI,96706.0,,N,60000.0,8.25,1040.0,0.0,
,Zockler,M,603.0,394-4162,RYE,NH,3870.0,M,Y,,0.0,0.0,,0.0
Baiju,Rubsam,F,319.0,784-1400,UNION,IA,50258.0,S,N,20000.0,3.2516527,40.0,,0.0
Kewal,Carchiolo,,,577-2785,ROANOKE,VA,24027.0,S,N,10000.0,3.875,900.0,0.0,0.0
,Clares,M,702.0,747-1519,NORTH LAS VEGAS,NV,89033.0,S,,90000.0,0.0,0.0,0.0,0.0
Ian,Piramuthu,F,901.0,642-5045,NASHVILLE,TN,37204.0,S,N,80000.0,,0.0,0.0,0.0
,Halker,M,304.0,983-9401,GAP MILLS,WV,24941.0,S,Y,60000.0,6.5,2000.0,0.0,2000.0
Burkhard,Babai,F,207.0,476-9038,WALLAGRASS,ME,4781.0,M,,35000.0,8.5,0.0,5700.0,
Aruna,Berger,M,843.0,488-4564,BEAUFORT,SC,29901.0,M,Y,70000.0,7.0,0.0,6600.0,3300.0
Rumen,Chilukuri,M,906.0,773-5056,,MI,48819.0,S,Y,100000.0,3.9,3100.0,0.0,3100.0
Gert,Vrckovnik,F,202.0,569-8300,WASHINGTON,DC,20235.0,S,N,50000.0,9.0,1370.0,0.0,
Lilin,Dar,M,201.0,440-4582,OXFORD,NJ,7863.0,M,Y,,2.34625,0.0,2000.0,1500.0
Jarno,Messabih,F,201.0,123-5914,HOLMDEL,NJ,7733.0,M,,70000.0,2.1885417,0.0,2000.0,0.0
Jared,Martschew,F,,246-1937,VALPARAISO,NE,68065.0,M,Y,85000.0,6.84,0.0,206.0,103.0
Seungjae,Middelburg,M,732.0,511-8927,,NJ,7823.0,S,Y,30000.0,1.5577083,1000.0,0.0,
Minshine,,M,801.0,576-7696,HEBER CITY,UT,84032.0,,N,55000.0,7.0,,0.0,0.0
IlYoung,Abbasi,F,614.0,565-9963,COLUMBUS,OH,43212.0,M,Y,100000.0,3.8655128,0.0,2600.0,1300.0
Yuxi,Jostes,M,802.0,347-1748,CUTTINGSVILLE,VT,,M,Y,70000.0,,0.0,6600.0,3300.0
Yutaka,Kroon,F,801.0,453-7051,OGDEN,UT,84412.0,M,Y,25000.0,7.0,0.0,4950.0,2475.0
Sanjiva,Halpin,F,207.0,803-3555,SPRINGFIELD,ME,4487.0,S,,25000.0,8.5,2850.0,0.0,2850.0
Tzusheng,Poletto,,302.0,879-8534,FRANKFORD,DE,,S,,40000.0,4.586364,110.0,0.0,110.0
Katsuyuki,Azumi,M,551.0,971-6430,BROADWAY,,8808.0,M,,30000.0,1.5577083,0.0,,1500.0
Genta,Beck,M,406.0,,DEER LODGE,MT,59722.0,S,,30000.0,6.9,1900.0,0.0,0.0
Nora,Gurzhiv,M,608.0,671-8079,LA POINTE,WI,,S,N,20000.0,,700.0,0.0,0.0
Golden,Range,F,,600-6222,LUCEDALE,MS,39452.0,M,N,30000.0,5.0,0.0,12000.0,0.0
Mathai,,F,208.0,262-4179,COEUR D ALENE,ID,83815.0,S,Y,20000.0,6.948391,3300.0,0.0,3300.0
Barrett,Gonzalez,F,775.0,961-7164,GABBS,NV,89409.0,S,N,30000.0,0.0,0.0,0.0,0.0
,Broll,M,781.0,,NEW BEDFORD,,2742.0,M,N,,5.3,0.0,7150.0,0.0
Zeydy,Erde,M,219.0,534-7307,HYMERA,,47855.0,S,Y,60000.0,3.4,1000.0,0.0,1000.0
Giansalvatore,Nagahisa,M,307.0,787-6875,BYRON,WY,82412.0,S,N,10000.0,0.0,0.0,0.0,0.0
Jonny,Waterhouse,,989.0,555-4640,DETROIT,MI,48209.0,S,Y,75000.0,3.9,3100.0,0.0,3100.0
Rujith,Hagmann,,308.0,954-7657,,NE,68462.0,M,N,100000.0,6.84,,206.0,0.0
Adrianus,Abell,M,856.0,651-5437,JERSEY CITY,NJ,7395.0,S,N,10000.0,1.4,1000.0,0.0,0.0
Guri,Montalbano,M,508.0,607-2954,SOMERSET,MA,2725.0,S,N,75000.0,5.3,3575.0,0.0,0.0
Mustafa,Vafaie,,878.0,737-3492,GARNET VALLEY,PA,19060.0,S,,90000.0,3.07,0.0,0.0,
Surendranath,Kavi,F,302.0,,DOVER AFB,DE,19902.0,S,N,65000.0,5.95,110.0,0.0,0.0
Ivor,Peron,,479.0,829-1077,DOLPH,AR,72528.0,M,N,15000.0,,0.0,40.0,0.0
,Proietti,F,787.0,249-3630,SAN JUAN,PR,901.0,M,Y,80000.0,0.0,0.0,0.0,0.0
Zoubir,Koppstein,M,907.0,593-9370,SHISHMAREF,AK,99772.0,M,Y,,0.0,0.0,0.0,0.0
Dang,,F,602.0,104-2527,TEMPE,AZ,85280.0,M,Y,25000.0,3.1025,0.0,4200.0,2300.0
Wenjian,Aberg,M,,165-6214,ERIE,PA,16533.0,M,N,20000.0,3.07,0.0,0.0,
Rongyao,Ghalwash,F,814.0,351-1251,COCHRANTON,,16314.0,M,N,25000.0,3.07,0.0,0.0,0.0
Keyun,,F,701.0,,SAINT THOMAS,ND,58276.0,S,,90000.0,2.7990127,3300.0,0.0,
Tjahjadi,Bruni,M,240.0,241-1259,POTOMAC,MD,,M,N,35000.0,4.75,0.0,4800.0,0.0
Georgia,McKinney,M,520.0,116-2848,PHOENIX,AZ,85040.0,M,N,,3.5674999,0.0,4200.0,0.0
,Windeknecht,M,,262-7007,BARTLESVILLE,,74006.0,M,Y,55000.0,6.25,0.0,2000.0,1000.0
Abhijit,Heckerman,M,620.0,461-3462,OXFORD,KS,67119.0,M,Y,40000.0,6.45,,4500.0,2250.0
,Rety,,702.0,464-2985,,NV,89403.0,S,Y,45000.0,0.0,0.0,,0.0
Belen,,,971.0,312-7840,GRAND RONDE,OR,,M,Y,5000.0,7.4102564,,318.0,159.0
Plamena,Landy,F,856.0,601-9164,PARK RIDGE,NJ,7656.0,,N,65000.0,2.1096876,0.0,2000.0,0.0
Rogardt,Kruys,M,719.0,648-7412,,CO,,,N,80000.0,4.63,0.0,0.0,0.0
Kishor,Hasteer,M,432.0,928-7218,ABERNATHY,TX,79311.0,S,Y,15000.0,0.0,0.0,0.0,
Jerrold,,F,907.0,647-4347,ANCHORAGE,AK,99514.0,M,N,90000.0,0.0,0.0,0.0,0.0
Sarangan,Nascimento,M,830.0,564-6745,HOUSTON,TX,77244.0,M,N,100000.0,0.0,,0.0,
Pitro,Stary,F,787.0,,QUEBRADILLAS,PR,678.0,S,N,55000.0,0.0,0.0,0.0,0.0
Kevin,Geske,F,307.0,758-4273,NATRONA,WY,82646.0,S,,15000.0,0.0,0.0,0.0,0.0
Andry,,M,337.0,907-7723,WATERPROOF,LA,71375.0,S,Y,15000.0,2.8,4500.0,0.0,1000.0
Mohsin,Claudson,M,702.0,983-8290,RENO,,89506.0,M,Y,10000.0,0.0,0.0,,0.0
Zvezdan,Kadakuntla,,630.0,142-8339,MERNA,IL,61758.0,M,N,50000.0,,0.0,4000.0,0.0
Elfriede,Androutsos,M,412.0,876-8772,PITTSBURGH,PA,15215.0,M,N,25000.0,3.07,0.0,0.0,0.0
Yinong,Beug,F,402.0,465-8804,LINCOLN,NE,68520.0,M,,75000.0,6.84,0.0,206.0,0.0
Siddhartha,Staab,M,219.0,701-5620,NEW MARKET,IN,47965.0,S,Y,30000.0,3.4,1000.0,0.0,
Ramjee,Pitteway,,971.0,279-3579,AGNESS,OR,97406.0,S,Y,85000.0,9.0,,0.0,159.0
Xuefei,Wadge,F,978.0,998-8160,SAGAMORE BEACH,MA,2562.0,S,Y,80000.0,,3575.0,0.0,1000.0
Hongchi,Coyle,F,641.0,695-2261,CINCINNATI,IA,52549.0,S,N,75000.0,,40.0,0.0,0.0
Bienvenido,Ananiadou,,802.0,928-1338,STARKSBORO,VT,5487.0,S,Y,75000.0,4.4972854,3300.0,0.0,3300.0
Topher,Faria,M,623.0,,SAN LUIS,AZ,85349.0,S,Y,,3.8775,2100.0,0.0,
,Pargas,M,913.0,415-7677,CHASE,KS,,M,Y,,6.45,,4500.0,2250.0
Sreerama,Tibblin,M,219.0,744-2057,INDIANAPOLIS,IN,46241.0,,Y,90000.0,3.4,0.0,2000.0,1000.0
Kazuyoshi,McCallum,M,406.0,139-8128,PRYOR,MT,59066.0,S,N,80000.0,6.9,1900.0,0.0,0.0
Chacko,Forier,M,563.0,903-9805,DES MOINES,IA,50396.0,S,N,70000.0,8.98,40.0,,0.0
Sentot,,F,939.0,418-8329,SAN JUAN,PR,908.0,M,Y,65000.0,0.0,0.0,0.0,0.0
Caterina,Vanwelkenhuysen,M,717.0,695-4080,NEW CASTLE,PA,16105.0,M,,90000.0,3.07,0.0,0.0,0.0
Andi,Aimeur,F,562.0,880-4747,PORTOLA,,96122.0,M,Y,100000.0,9.3,0.0,174.0,
Xingong,Masada,F,205.0,917-7556,SAINT ELMO,AL,36568.0,M,Y,5000.0,5.0,0.0,3000.0,300.0
Dafna,Rackoff,M,601.0,214-6361,LAKESHORE,MS,39558.0,,Y,80000.0,5.0,0.0,,
Yasmin,Qutaishat,M,251.0,871-9313,HOLY TRINITY,AL,36859.0,S,Y,35000.0,5.0,1500.0,,300.0
Zita,Schaap,F,907.0,921-7461,TYONEK,AK,,,,95000.0,0.0,0.0,0.0,0.0
Vernon,Meyers,F,720.0,789-1459,FRANKTOWN,CO,80116.0,M,N,55000.0,4.63,0.0,0.0,0.0
Honghua,Cosette,M,432.0,342-3241,MIDLAND,TX,79710.0,M,Y,,0.0,0.0,0.0,0.0
Leaf,Elustondo,,406.0,246-1367,JORDAN,MT,59337.0,,N,70000.0,6.9,0.0,3800.0,0.0
,Woeginger,M,507.0,986-5301,LENGBY,MN,56651.0,S,Y,5000.0,5.35,,0.0,
Chiaki,Klusik,M,605.0,532-1045,GETTYSBURG,SD,57442.0,S,Y,25000.0,,0.0,0.0,0.0
Chawki,Praus,M,505.0,292-2458,ALBUQUERQUE,NM,87196.0,M,Y,10000.0,3.2428572,0.0,6600.0,3300.0
Mahadev,Uzun,M,308.0,507-7520,PHILLIPS,,68865.0,M,N,70000.0,6.84,0.0,206.0,0.0
,Woerkom,,406.0,774-7730,CLYDE PARK,MT,59018.0,M,Y,10000.0,4.916379,0.0,3800.0,1900.0
Krister,Winstone,F,337.0,,HESTER,LA,70743.0,M,N,25000.0,6.0,0.0,9000.0,0.0
Stasys,Wendel,M,,265-3612,COPELAND,FL,34137.0,M,Y,,,0.0,0.0,0.0
Charly,Poswig,M,609.0,742-8745,SPOTSWOOD,NJ,8884.0,M,Y,90000.0,2.5039582,0.0,2000.0,1500.0
Shelley,Spork,F,202.0,864-7384,WASHINGTON,DC,20394.0,S,Y,,7.875,1370.0,0.0,1370.0
Hariolf,Apostopopoulos,F,785.0,385-3990,HOYT,KS,66440.0,S,Y,95000.0,6.45,2250.0,0.0,2250.0
